"id","log2(fc)","PValue","FDR","Symbol","transcDNA_MAX_MAX_gene_id","transcDNA_MAX_MAX_tx_len","transcDNA_MAX_MAX_symbol","transcDNA_mean_MEAN_gene_id","transcDNA_mean_MEAN_avg_len","transcDNA_mean_MEAN_symbol","transcDNA_median_MEDIAN_gene_id","transcDNA_median_MEDIAN_median_len","transcDNA_median_MEDIAN_symbol"
"ENSG00000144354",-1.02366202970255,"1.82857639667389e-06",2.04157669941587e-05,"CDCA7","83879",3938,"CDCA7","83879",2086.07142857143,"CDCA7","83879",2108.5,"CDCA7"
"ENSG00000187566",1.48394254460352,"1.96100343629053e-06",2.17125406014314e-05,"NHLRC1","378884",2238,"NHLRC1","378884",2238,"NHLRC1","378884",2238,"NHLRC1"
"ENSG00000104290",-1.19976813293565,"2.00129574095023e-06",2.21022081862013e-05,"FZD3","7976",13770,"FZD3","7976",7083.75,"FZD3","7976",7160,"FZD3"
"ENSG00000101187",-1.06560856695055,"2.01585798156483e-06",2.2214478189536e-05,"SLCO4A1","28231",3092,"SLCO4A1","28231",1408.11111111111,"SLCO4A1","28231",856,"SLCO4A1"
"ENSG00000181652",1.29104481174386,"2.05245514004074e-06",2.25665945930034e-05,"ATG9B","285973",4572,"ATG9B","285973",1874.1,"ATG9B","285973",1119.5,"ATG9B"
"ENSG00000134508",-1.84125915234018,"2.07507674902639e-06",2.27719973109927e-05,"CABLES1","91768",5283,"CABLES1","91768",1441.4,"CABLES1","91768",594,"CABLES1"
"ENSG00000128849",-1.17071913095039,"2.09745028600775e-06",2.29884263647841e-05,"CGNL1","84952",7214,"CGNL1","84952",2902,"CGNL1","84952",915,"CGNL1"
"ENSG00000196159",-1.18568430631142,"2.33464008383084e-06",2.52213859274411e-05,"FAT4","79633",17151,"FAT4","79633",9184.8,"FAT4","79633",9669,"FAT4"
"ENSG00000169255",-1.05293908017759,"2.67114888598662e-06",2.84510866640094e-05,"B3GALNT1","8706",4218,"B3GALNT1","8706",2508.03921568627,"B3GALNT1","8706",3058,"B3GALNT1"
"ENSG00000115255",-1.0452532489053,"2.67134027850552e-06",2.84510866640094e-05,"REEP6","92840",1441,"REEP6","92840",1109.5,"REEP6","92840",1193,"REEP6"
"ENSG00000100024",2.84713398026568,"2.82324149528401e-06",2.98853383923867e-05,"UPB1","51733",3823,"UPB1","51733",2474.4,"UPB1","51733",3047,"UPB1"
"ENSG00000174808",-2.16867990337514,"2.9498329565982e-06",3.10547380901374e-05,"BTC","685",2653,"BTC","685",1638.5,"BTC","685",1638.5,"BTC"
"ENSG00000162517",-1.00686792184034,"3.10128372815589e-06",3.25109785746644e-05,"PEF1","553115",1614,"PEF1","553115",840.875,"PEF1","553115",746,"PEF1"
"ENSG00000171903",-1.10047615572656,"3.21183015132212e-06",3.35481463817917e-05,"CYP4F11","57834",3051,"CYP4F11","57834",2868.8,"CYP4F11","57834",2908,"CYP4F11"
"ENSG00000186222",1.16649545535608,"3.3147428812085e-06",3.45398598661504e-05,"BLOC1S4","55330",1491,"BLOC1S4","55330",1491,"BLOC1S4","55330",1491,"BLOC1S4"
"ENSG00000102174",-1.68351262196015,"3.58685914336318e-06",3.71965016069223e-05,"PHEX","5251",6288,"PHEX","5251",2302.5,"PHEX","5251",2143.5,"PHEX"
"ENSG00000187796",-1.19895276944674,"3.61227553686736e-06",3.73706715595126e-05,"CARD9","64170",4574,"CARD9","64170",2057.08333333333,"CARD9","64170",1863,"CARD9"
"ENSG00000188112",-1.04633102277567,"3.67280820610558e-06",3.79156986198315e-05,"C6orf132","647024",16183,"C6orf132","647024",7820.66666666667,"C6orf132","647024",6385,"C6orf132"
"ENSG00000147804",-1.16342030576328,"3.67370515492917e-06",3.79156986198315e-05,"SLC39A4","55630",2778,"SLC39A4","55630",1201.38888888889,"SLC39A4","55630",684,"SLC39A4"
"ENSG00000140284",-1.06312517400146,"3.7821229909965e-06",3.88496626427063e-05,"SLC27A2","11001",2384,"SLC27A2","11001",1735.75,"SLC27A2","11001",2103,"SLC27A2"
"ENSG00000198756",-1.00601041885447,"3.81688330815347e-06",3.91603193373213e-05,"COLGALT2","23127",5179,"COLGALT2","23127",3357.4,"COLGALT2","23127",2412,"COLGALT2"
"ENSG00000143036",-1.34581234743794,"3.83441337634781e-06",3.92936723005288e-05,"SLC44A3","126969",2381,"SLC44A3","126969",1709,"SLC44A3","126969",1994,"SLC44A3"
"ENSG00000127863",-1.57437209917806,"3.88526950904558e-06",3.97678205533302e-05,"TNFRSF19","55504",4438,"TNFRSF19","55504",3030.2,"TNFRSF19","55504",4151,"TNFRSF19"
"ENSG00000267221",1.27061160308823,"4.03846452830368e-06",4.1165747475754e-05,"C17orf113","110806298",3733,"C17orf113","110806298",3733,"C17orf113","110806298",3733,"C17orf113"
"ENSG00000183018",-1.12476080861725,"4.35562269621358e-06",4.40822176625171e-05,"SPNS2","124976",3404,"SPNS2","124976",1249.375,"SPNS2","124976",837,"SPNS2"
"ENSG00000183891",1.01144317120764,"4.44947211215197e-06",4.49588560329854e-05,"TTC32","130502",941,"TTC32","130502",791.25,"TTC32","130502",757,"TTC32"
"ENSG00000168675",-1.26086656915108,"4.53047283927707e-06",4.56708538140844e-05,"LDLRAD4","753",8710,"LDLRAD4","753",2665.02857142857,"LDLRAD4","753",2102,"LDLRAD4"
"ENSG00000163508",1.20803330550633,"4.64256192418296e-06",4.66922164752949e-05,"EOMES","8320",3386,"EOMES","8320",2910,"EOMES","8320",3264,"EOMES"
"ENSG00000102452",-1.02333817448963,"4.78473935417067e-06",4.79275538197373e-05,"NALCN","259232",7105,"NALCN","259232",3614.5,"NALCN","259232",2748,"NALCN"
"ENSG00000178409",-1.17290030948781,"4.88154597493563e-06",4.87564087899821e-05,"BEND3","57673",6654,"BEND3","57673",6550,"BEND3","57673",6550,"BEND3"
"ENSG00000147697",-1.91810006543693,"4.92728104005583e-06",4.91000723870851e-05,"GSDMC","56169",10728,"GSDMC","56169",2468.44444444444,"GSDMC","56169",1831,"GSDMC"
"ENSG00000089723",1.33223545300078,"4.935617454734e-06",4.91548943409724e-05,"OTUB2","78990",4616,"OTUB2","78990",2485.75,"OTUB2","78990",2309.5,"OTUB2"
"ENSG00000147905",-1.12295827095794,"4.95655111551819e-06",4.93067353941307e-05,"ZCCHC7","84186",2828,"ZCCHC7","84186",1484.77777777778,"ZCCHC7","84186",903,"ZCCHC7"
"ENSG00000109193",1.57908162252704,"5.31400057757951e-06",5.26156109395893e-05,"SULT1E1","6783",1773,"SULT1E1","6783",1134,"SULT1E1","6783",913,"SULT1E1"
"ENSG00000115461",-2.29641956172281,"5.4281746730103e-06",5.35376112942694e-05,"IGFBP5","3488",6239,"IGFBP5","3488",2502.66666666667,"IGFBP5","3488",718,"IGFBP5"
"ENSG00000241635",-9.47843258056735,"5.79375257996573e-06",5.66918036027233e-05,"UGT1A1","54658",3389,"UGT1A1","54658",2875,"UGT1A1","54658",2875,"UGT1A1"
"ENSG00000143387",-1.36177864279273,"6.0686607084078e-06",5.90817001814053e-05,"CTSK","1513",4619,"CTSK","1513",2307.05,"CTSK","1513",1721,"CTSK"
"ENSG00000159307",-1.2795619259744,"6.31164306982506e-06",6.12066997694053e-05,"SCUBE1","80274",9795,"SCUBE1","80274",2677.8,"SCUBE1","80274",530,"SCUBE1"
"ENSG00000185760",-2.80659839606182,"6.47831027114033e-06",6.26477533693822e-05,"KCNQ5","56479",6688,"KCNQ5","56479",3266.92307692308,"KCNQ5","56479",2830,"KCNQ5"
"ENSG00000218739",1.00637821499948,"6.57322074269185e-06",6.34593955776915e-05,"CEBPZOS","100505876",3152,"CEBPZOS","100505876",1109.71428571429,"CEBPZOS","100505876",695,"CEBPZOS"
"ENSG00000182185",1.70935577474775,"6.75196977978714e-06",6.50402244509607e-05,"RAD51B","5890",2596,"RAD51B","5890",915.833333333333,"RAD51B","5890",643.5,"RAD51B"
"ENSG00000145331",-1.08659461672538,"7.06331550401915e-06",6.77757761616979e-05,"TRMT10A","93587",3694,"TRMT10A","93587",1922,"TRMT10A","93587",846,"TRMT10A"
"ENSG00000088179",1.17428090770936,"7.12067624732858e-06",6.82129311891879e-05,"PTPN4","5775",11090,"PTPN4","5775",1797.5,"PTPN4","5775",626.5,"PTPN4"
"ENSG00000160712",-1.10347492522813,"7.22368152969049e-06",6.8963130035498e-05,"IL6R","3570",5764,"IL6R","3570",1765.25,"IL6R","3570",734.5,"IL6R"
"ENSG00000124657",2.61695599329043,"7.23080745167168e-06",6.8963130035498e-05,"OR2B6","26212",942,"OR2B6","26212",942,"OR2B6","26212",942,"OR2B6"
"ENSG00000158125",-1.44442309270463,"7.52208120501711e-06",7.14316412314719e-05,"XDH","7498",5715,"XDH","7498",2257,"XDH","7498",581,"XDH"
"ENSG00000139625",1.34189162666349,"7.83569558713191e-06",7.37184621732394e-05,"MAP3K12","7786",5627,"MAP3K12","7786",2127,"MAP3K12","7786",719,"MAP3K12"
"ENSG00000160460",1.12939411740637,"8.44466335915079e-06",7.89337024174208e-05,"SPTBN4","57731",8910,"SPTBN4","57731",3283.66666666667,"SPTBN4","57731",1871,"SPTBN4"
"ENSG00000075461",-1.38688852535128,"8.57046093184016e-06",8.00663912161512e-05,"CACNG4","27092",3583,"CACNG4","27092",3583,"CACNG4","27092",3583,"CACNG4"
"ENSG00000118596",-1.24708189052438,"9.41227619097874e-06",8.72257920231857e-05,"SLC16A7","9194",11936,"SLC16A7","9194",2387.3125,"SLC16A7","9194",701,"SLC16A7"
"ENSG00000026297",-1.48086776433325,"9.66006547579671e-06",8.9188431994057e-05,"RNASET2","8635",8614,"RNASET2","8635",2010.34782608696,"RNASET2","8635",1924,"RNASET2"
"ENSG00000112425",-1.05105838254997,"9.67628453607539e-06",8.92906320228905e-05,"EPM2A","7957",6926,"EPM2A","7957",1774.84615384615,"EPM2A","7957",1333,"EPM2A"
"ENSG00000091129",-1.24423770992063,"9.84056533458703e-06",9.06136815381861e-05,"NRCAM","4897",6701,"NRCAM","4897",2451.78571428571,"NRCAM","4897",670.5,"NRCAM"
"ENSG00000283208",2.01778798411312,"1.1211156229744e-05",0.000101668534449546,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000130513",-1.19832646152452,"1.13433862049193e-05",0.00010270651352851,"GDF15","9518",1478,"GDF15","9518",1110.5,"GDF15","9518",1335,"GDF15"
"ENSG00000198074",-2.39660723728659,"1.16643415968952e-05",0.000105392401744954,"AKR1B10","57016",1619,"AKR1B10","57016",946,"AKR1B10","57016",769,"AKR1B10"
"ENSG00000223658",1.29789975558699,"1.17351285529213e-05",0.000105976767697449,"C1GALT1C1L","728819",1279,"C1GALT1C1L","728819",1279,"C1GALT1C1L","728819",1279,"C1GALT1C1L"
"ENSG00000167895",1.19077831679229,"1.19715164945076e-05",0.000107886759094733,"TMC8","147138",4426,"TMC8","147138",1840.1875,"TMC8","147138",1986,"TMC8"
"ENSG00000119917",-1.14132761717622,"1.27702307178868e-05",0.000114135582689402,"IFIT3","3437",4013,"IFIT3","3437",2230.53333333333,"IFIT3","3437",2455,"IFIT3"
"ENSG00000204131",-1.25863221378683,"1.43587793535801e-05",0.000127088757126965,"NHSL2","340527",13633,"NHSL2","340527",6115.5,"NHSL2","340527",3530,"NHSL2"
"ENSG00000164638",-1.18119808553552,"1.44504969302053e-05",0.000127835288914709,"SLC29A4","222962",5714,"SLC29A4","222962",2216.66666666667,"SLC29A4","222962",1769.5,"SLC29A4"
"ENSG00000168398",1.03276636694517,"1.55197285778813e-05",0.000136251429778169,"BDKRB2","624",6845,"BDKRB2","624",4147,"BDKRB2","624",3996,"BDKRB2"
"ENSG00000069020",1.01519059082478,"1.66689192038251e-05",0.000144800796630823,"MAST4","375449",10677,"MAST4","375449",2343.28571428571,"MAST4","375449",582,"MAST4"
"ENSG00000123364",-1.01074542859284,"1.67171736799925e-05",0.000145147258105853,"HOXC13","3229",2357,"HOXC13","3229",2357,"HOXC13","3229",2357,"HOXC13"
"ENSG00000123977",1.03829581815619,"1.68362833643792e-05",0.000145962158627485,"DAW1","164781",2476,"DAW1","164781",1185.8,"DAW1","164781",725,"DAW1"
"ENSG00000254806",1.66516398021326,"1.76718880884062e-05",0.000152377987703607,"SYS1-DBNDD2","767557",1537,"SYS1-DBNDD2","767557",945.2,"SYS1-DBNDD2","767557",674,"SYS1-DBNDD2"
"ENSG00000108984",-1.12195803764929,"1.80751268888731e-05",0.000155381569224676,"MAP2K6","5608",13405,"MAP2K6","5608",2889.75,"MAP2K6","5608",1527,"MAP2K6"
"ENSG00000172348",-1.94265732861496,"1.81570631430279e-05",0.000155931311459614,"RCAN2","10231",3416,"RCAN2","10231",3281.33333333333,"RCAN2","10231",3240,"RCAN2"
"ENSG00000196476",1.09169166884193,"1.93987062971933e-05",0.000165041299552028,"C20orf96","140680",1608,"C20orf96","140680",1534.66666666667,"C20orf96","140680",1576,"C20orf96"
"ENSG00000216490",-1.01646253836635,"1.99366007848511e-05",0.000168707038071515,"IFI30","10437",2116,"IFI30","10437",1171.66666666667,"IFI30","10437",988,"IFI30"
"ENSG00000214575",1.10067818624591,"2.0381269939156e-05",0.000171965377451854,"CPEB1","64506",4882,"CPEB1","64506",1885.5641025641,"CPEB1","64506",1997,"CPEB1"
"ENSG00000141293",-1.34045048924946,"2.06826904016467e-05",0.000173832849672396,"SKAP1","8631",1687,"SKAP1","8631",1015.25,"SKAP1","8631",739.5,"SKAP1"
"ENSG00000166510",-1.23082409831066,"2.36663616591007e-05",0.000197000021510872,"CCDC68","80323",4085,"CCDC68","80323",1987.66666666667,"CCDC68","80323",1269,"CCDC68"
"ENSG00000198774",1.32911049047318,"2.39770403474422e-05",0.000199012878211728,"RASSF9","9182",5515,"RASSF9","9182",5515,"RASSF9","9182",5515,"RASSF9"
"ENSG00000113296",2.62219540692014,"2.42353195402876e-05",0.000200772195656496,"THBS4","7060",3222,"THBS4","7060",1353.71428571429,"THBS4","7060",612,"THBS4"
"ENSG00000179965",1.50192389659348,"2.43608570861936e-05",0.000201427467755148,"ZNF771","51333",2415,"ZNF771","51333",1781.25,"ZNF771","51333",1761.5,"ZNF771"
"ENSG00000152217",-1.03359690909736,"2.4507753098915e-05",0.000202366641299645,"SETBP1","26040",10021,"SETBP1","26040",7618.5,"SETBP1","26040",9793.5,"SETBP1"
"ENSG00000215251",-1.5713473236247,"2.59456854595721e-05",0.000213310687616653,"FASTKD5","60493",3363,"FASTKD5","60493",2996.75,"FASTKD5","60493",2901,"FASTKD5"
"ENSG00000162551",1.6325246034584,"2.76395592155365e-05",0.000226057696810465,"ALPL","249",2536,"ALPL","249",1534.5,"ALPL","249",1863,"ALPL"
"ENSG00000105968",-1.04719386390959,"2.78267394011366e-05",0.00022737409730269,"H2AZ2","94239",3804,"H2AZ2","94239",1351.25,"H2AZ2","94239",657.5,"H2AZ2"
"ENSG00000149926",2.77586482337848,"2.80055533187622e-05",0.000228727408852575,"TLCD3B","83723",2325,"TLCD3B","83723",1375.71428571429,"TLCD3B","83723",1481,"TLCD3B"
"ENSG00000141577",-1.09375732264762,"2.86890714678417e-05",0.000233539816986341,"CEP131","22994",3673,"CEP131","22994",2298.875,"CEP131","22994",2595.5,"CEP131"
"ENSG00000146410",-1.30017940006653,"3.07580549857894e-05",0.000248168411074268,"MTFR2","113115",1789,"MTFR2","113115",1034.85714285714,"MTFR2","113115",833,"MTFR2"
"ENSG00000273802",2.6399908979238,"3.1460294294569e-05",0.000253010223920933,"H2BC8","8339",489,"H2BC8","8339",489,"H2BC8","8339",489,"H2BC8"
"ENSG00000057704",-1.05530359202423,"3.1489430351494e-05",0.000253127136237624,"TMCC3","57458",5874,"TMCC3","57458",2821.25,"TMCC3","57458",2464,"TMCC3"
"ENSG00000189334",-1.02036972847622,"3.2399935438424e-05",0.000258766688423231,"S100A14","57402",1218,"S100A14","57402",884.333333333333,"S100A14","57402",1039.5,"S100A14"
"ENSG00000129451",-1.35110892686874,"3.56096067213894e-05",0.000280779886740414,"KLK10","5655",3111,"KLK10","5655",1939.16666666667,"KLK10","5655",2206,"KLK10"
"ENSG00000179085",1.01457205009274,"3.64736298859157e-05",0.000286420411499951,"DPM3","54344",517,"DPM3","54344",466.333333333333,"DPM3","54344",486,"DPM3"
"ENSG00000178878",-1.03181631130181,"3.72517876404522e-05",0.000291475065838358,"APOLD1","81575",4724,"APOLD1","81575",2588.25,"APOLD1","81575",2584,"APOLD1"
"ENSG00000205835",1.54489863486144,"4.06403995825585e-05",0.000314351897470983,"GMNC","647309",3642,"GMNC","647309",2008.5,"GMNC","647309",1939.5,"GMNC"
"ENSG00000267909",2.44237934809161,"4.25348268498136e-05",0.000326594694106748,"CCDC177","56936",4182,"CCDC177","56936",4182,"CCDC177","56936",4182,"CCDC177"
"ENSG00000152689",-1.42808148234077,"4.32459850151928e-05",0.000331202356085878,"RASGRP3","25780",4738,"RASGRP3","25780",1514.83333333333,"RASGRP3","25780",613.5,"RASGRP3"
"ENSG00000109205",2.2797037463253,"4.37948644985526e-05",0.00033496213301297,"ODAM","54959",1355,"ODAM","54959",882.166666666667,"ODAM","54959",730,"ODAM"
"ENSG00000284691",1.20194367029666,"4.38320840876634e-05",0.00033509898853439,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000185885",-1.21786146486813,"4.67815216985472e-05",0.000354831498132594,"IFITM1","8519",844,"IFITM1","8519",643.153846153846,"IFITM1","8519",704,"IFITM1"
"ENSG00000132746",1.16867057005299,"4.74943608162695e-05",0.000359452083017589,"ALDH3B2","222",2650,"ALDH3B2","222",1211.33333333333,"ALDH3B2","222",773,"ALDH3B2"
"ENSG00000136531",2.2211143804666,"4.769728930873e-05",0.000360830409827255,"SCN2A","6326",11676,"SCN2A","6326",6114.78947368421,"SCN2A","6326",8573,"SCN2A"
"ENSG00000175600",-1.11802318306287,"5.04472036451675e-05",0.000378332207613997,"SUGCT","79783",1617,"SUGCT","79783",941.888888888889,"SUGCT","79783",539,"SUGCT"
"ENSG00000181143",-2.29956028185891,"5.07268936039931e-05",0.000379936763801139,"MUC16","94025",46160,"MUC16","94025",15917.3333333333,"MUC16","94025",4078.5,"MUC16"
"ENSG00000130768",-1.08440009553961,"5.22745598940547e-05",0.000389844556560436,"SMPDL3B","27293",1913,"SMPDL3B","27293",1436.16666666667,"SMPDL3B","27293",1579.5,"SMPDL3B"
"ENSG00000102230",2.25204569535082,"5.28517286576774e-05",0.000393640946389806,"PCYT1B","9468",5558,"PCYT1B","9468",3252.5,"PCYT1B","9468",3298,"PCYT1B"
"ENSG00000105327",1.59421150391204,"5.39990537551335e-05",0.000401324300497325,"BBC3","27113",1846,"BBC3","27113",1491.6,"BBC3","27113",1538,"BBC3"
"ENSG00000004799",-1.64132645174914,"5.43775894321637e-05",0.000403791444609973,"PDK4","5166",3601,"PDK4","5166",1484,"PDK4","5166",691,"PDK4"
"ENSG00000117010",1.03521207059148,"5.57404841128853e-05",0.000412498614610891,"ZNF684","127396",2102,"ZNF684","127396",1227.57142857143,"ZNF684","127396",1028,"ZNF684"
"ENSG00000160050",1.33236775361989,"5.82789348130662e-05",0.000428540479526614,"CCDC28B","79140",3507,"CCDC28B","79140",1523,"CCDC28B","79140",1235,"CCDC28B"
"ENSG00000115274",1.00416403933623,"5.86311480820505e-05",0.000430594246170246,"INO80B","83444",1181,"INO80B","83444",741.888888888889,"INO80B","83444",689,"INO80B"
"ENSG00000119899",-1.13473786792084,"5.9284263238043e-05",0.000434642638598066,"SLC17A5","26503",3292,"SLC17A5","26503",2013,"SLC17A5","26503",2013,"SLC17A5"
"ENSG00000100311",-1.08446102035615,"5.96910993977808e-05",0.00043710080011249,"PDGFB","5155",3728,"PDGFB","5155",1490.75,"PDGFB","5155",840.5,"PDGFB"
"ENSG00000173083",-1.08667089216071,"5.98024648148203e-05",0.000437516851233827,"HPSE","10855",4652,"HPSE","10855",2276.66666666667,"HPSE","10855",1624,"HPSE"
"ENSG00000090581",-1.17049973340217,"6.16279853527042e-05",0.000449355608927897,"GNPTG","84572",3926,"GNPTG","84572",1665.07142857143,"GNPTG","84572",1983,"GNPTG"
"ENSG00000073282",-1.09239698075985,"6.18196130458531e-05",0.000450374063278171,"TP63","8626",4944,"TP63","8626",2109.21428571429,"TP63","8626",1751,"TP63"
"ENSG00000250312",-1.10275036178377,"6.33276353798656e-05",0.000459237921309699,"ZNF718","255403",3647,"ZNF718","255403",2539.33333333333,"ZNF718","255403",2772,"ZNF718"
"ENSG00000203883",-1.35298871276217,"6.38198432429589e-05",0.000462420502294051,"SOX18","54345",1862,"SOX18","54345",1862,"SOX18","54345",1862,"SOX18"
"ENSG00000086570",1.43152102725577,"6.66284874255277e-05",0.000481563711326063,"FAT2","2196",14710,"FAT2","2196",9774.5,"FAT2","2196",9774.5,"FAT2"
"ENSG00000167131",1.47450944884022,"6.69633012297127e-05",0.000483580458151599,"CCDC103","388389",3442,"CCDC103","388389",1271.8,"CCDC103","388389",849,"CCDC103"
"ENSG00000166845",-1.08708693159233,"7.09317546007212e-05",0.000507587987214984,"C18orf54","162681",5703,"C18orf54","162681",2674.14285714286,"C18orf54","162681",2096,"C18orf54"
"ENSG00000159289",2.12518180073178,"7.11410347581956e-05",0.00050887557824767,"GOLGA6A","342096",3176,"GOLGA6A","342096",1153.25,"GOLGA6A","342096",553,"GOLGA6A"
"ENSG00000083123",-1.11926112083155,"7.18379066286289e-05",0.000513436711885324,"BCKDHB","594",4443,"BCKDHB","594",1603.2,"BCKDHB","594",1086,"BCKDHB"
"ENSG00000172264",1.07925186911844,"7.2464261339421e-05",0.00051727370414336,"MACROD2","140733",4994,"MACROD2","140733",1778.4,"MACROD2","140733",881,"MACROD2"
"ENSG00000130595",1.18006701186293,"7.29149351190909e-05",0.000519635043168893,"TNNT3","7140",1258,"TNNT3","7140",887.189189189189,"TNNT3","7140",878,"TNNT3"
"ENSG00000213886",2.34305495570907,"7.35196762031655e-05",0.000523729525754596,"UBD","10537",990,"UBD","10537",976.285714285714,"UBD","10537",990,"UBD"
"ENSG00000184937",-1.14381511700263,"7.45131441376506e-05",0.000529629240306642,"WT1","7490",3186,"WT1","7490",1847.77272727273,"WT1","7490",1775.5,"WT1"
"ENSG00000123096",-1.01316124807524,"7.4561680349992e-05",0.000529629240306642,"SSPN","8082",4533,"SSPN","8082",1966,"SSPN","8082",971.5,"SSPN"
"ENSG00000104691",-1.06862077968096,"7.73394627458535e-05",0.000547789601532007,"UBXN8","7993",1991,"UBXN8","7993",1080.625,"UBXN8","7993",952,"UBXN8"
"ENSG00000169609",1.24882962896715,"8.5637651686401e-05",0.000598738404270366,"C15orf40","123207",11274,"C15orf40","123207",1559.16666666667,"C15orf40","123207",550,"C15orf40"
"ENSG00000204542",1.88367994434326,"8.93518000696275e-05",0.00062219713309529,"C6orf15","29113",1156,"C6orf15","29113",1142.66666666667,"C6orf15","29113",1140,"C6orf15"
"ENSG00000085563",-1.10182511682872,"9.02084118772646e-05",0.000627168424961714,"ABCB1","5243",5205,"ABCB1","5243",1890.18181818182,"ABCB1","5243",787,"ABCB1"
"ENSG00000163576",1.41560604905601,"9.25117647432453e-05",0.000640088383433013,"EFHB","151651",2860,"EFHB","151651",1628.42857142857,"EFHB","151651",2077,"EFHB"
"ENSG00000106631",5.17974044251449,"9.35445626242925e-05",0.000645945508300521,"MYL7","58498",791,"MYL7","58498",531.1,"MYL7","58498",531.5,"MYL7"
"ENSG00000185015",-1.37518664462601,"9.48115623769611e-05",0.000654173370495077,"CA13","377677",3884,"CA13","377677",2642,"CA13","377677",2642,"CA13"
"ENSG00000184347",-1.05469803468057,"9.71946752883171e-05",0.00066742909894025,"SLIT3","6586",9716,"SLIT3","6586",3354.57142857143,"SLIT3","6586",2090,"SLIT3"
"ENSG00000160233",-1.05230070476222,"9.88302577849982e-05",0.000677051694877156,"LRRC3","81543",5845,"LRRC3","81543",5845,"LRRC3","81543",5845,"LRRC3"
"ENSG00000060558",-1.10720983425114,"0.000104556759436444",0.000711223872839739,"GNA15","2769",2273,"GNA15","2769",1217,"GNA15","2769",799,"GNA15"
"ENSG00000133256",1.44158465389041,"0.000106806533281325",0.000725365108653599,"PDE6B","5158",3294,"PDE6B","5158",1163.75,"PDE6B","5158",554.5,"PDE6B"
"ENSG00000102524",3.47588491886919,"0.000108163551793514",0.000733456325595516,"TNFSF13B","10673",2614,"TNFSF13B","10673",1365.8,"TNFSF13B","10673",637,"TNFSF13B"
"ENSG00000100784",-1.09380284109836,"0.000110683390533376",0.000748494270069504,"RPS6KA5","9252",26829,"RPS6KA5","9252",5068.5,"RPS6KA5","9252",2183.5,"RPS6KA5"
"ENSG00000182179",-1.20192787355126,"0.000111438268545443",0.000752132401054666,"UBA7","7318",3304,"UBA7","7318",932.727272727273,"UBA7","7318",654,"UBA7"
"ENSG00000106077",-1.11313088174944,"0.00011381134944737",0.000766061718970474,"ABHD11","83451",1562,"ABHD11","83451",950.428571428571,"ABHD11","83451",806,"ABHD11"
"ENSG00000258555",2.03840845336891,"0.000120387005717488",0.000805631143240262,"SPECC1L-ADORA2A","101730217",6204,"SPECC1L-ADORA2A","101730217",2486.75,"SPECC1L-ADORA2A","101730217",1588.5,"SPECC1L-ADORA2A"
"ENSG00000204174",-1.6202096750974,"0.000120574486091777",0.000806574465411,"NPY4R","5540",2033,"NPY4R","5540",1916.5,"NPY4R","5540",1916.5,"NPY4R"
"ENSG00000108846",-1.02925145495531,"0.000126512116473328",0.000840150340276813,"ABCC3","8714",5693,"ABCC3","8714",1661.23529411765,"ABCC3","8714",715,"ABCC3"
"ENSG00000187678",-1.52432010068512,"0.000128728376127649",0.000852567346706385,"SPRY4","81848",4938,"SPRY4","81848",2742.5,"SPRY4","81848",2739.5,"SPRY4"
"ENSG00000087076",1.66499885088733,"0.000134757137605836",0.00088712543410044,"HSD17B14","51171",1050,"HSD17B14","51171",817.5,"HSD17B14","51171",832.5,"HSD17B14"
"ENSG00000106686",1.21726180376128,"0.000140635972989994",0.000919489870163465,"SPATA6L","55064",4073,"SPATA6L","55064",1738.1875,"SPATA6L","55064",1465,"SPATA6L"
"ENSG00000064989",1.26190725135413,"0.000154993792344686",0.00100277513636736,"CALCRL","10203",6112,"CALCRL","10203",1890.11111111111,"CALCRL","10203",642,"CALCRL"
"ENSG00000204815",1.82062793476705,"0.000162596343668525",0.00104455650347112,"ODAD4","83538",3146,"ODAD4","83538",1591.5,"ODAD4","83538",1377,"ODAD4"
"ENSG00000089163",1.23835034407647,"0.000166625988281705",0.00106531268835416,"SIRT4","23409",1217,"SIRT4","23409",817.333333333333,"SIRT4","23409",704,"SIRT4"
"ENSG00000183648",1.00177894792271,"0.000169225484814435",0.00107994136223684,"NDUFB1","4707",1333,"NDUFB1","4707",584.5,"NDUFB1","4707",456,"NDUFB1"
"ENSG00000186891",-1.60871196843933,"0.000174123928688385",0.00110591018297726,"TNFRSF18","8784",1083,"TNFRSF18","8784",841.5,"TNFRSF18","8784",789,"TNFRSF18"
"ENSG00000197140",1.91137358323354,"0.00017757748479691",0.00112413874001228,"ADAM32","203102",6877,"ADAM32","203102",1690.27272727273,"ADAM32","203102",712,"ADAM32"
"ENSG00000176896",1.44261180368934,"0.00018318439667487",0.00115457442891515,"TCEANC","170082",3266,"TCEANC","170082",2743.75,"TCEANC","170082",2816.5,"TCEANC"
"ENSG00000138675",-1.55586727005184,"0.000184222650691003",0.00115943250102769,"FGF5","2250",5313,"FGF5","2250",2927.4,"FGF5","2250",3042,"FGF5"
"ENSG00000170370",-3.82855773177165,"0.000188137438870212",0.00118021528674769,"EMX2","2018",2710,"EMX2","2018",2043.5,"EMX2","2018",2089.5,"EMX2"
